,urlDrugName,rating,effectiveness,sideEffects,benefitsReview
2622,chantix,10,Considerably Effective,Mild Side Effects,"I was able to quit smoking 2 1/2 yrs ago.  I had smoked 2 1/2 packs of menthols for 35 years.  No one,including me, thought I could ever quit.  The Chantix kept me from feeling any withdrawal from nicotine and made it so smoking didn't give me the ""boost"" it had.  There became no point in smoking.  I kept the last prescription to take ""PRN' when in certain situations.  It also took a little mental work."
2623,tylenol,10,Highly Effective,No Side Effects,"I believe that there are multiple treatment benefits of Taking Tylenol for my headache. Tylenol is safe, inexpensive, and does not require a physicians prescription. Additionally, it is available almost everywhere and therefor is convenient."
2624,lantus,9,Highly Effective,Mild Side Effects,"I experienced markedly improved fasting blood glucose levels, and greater stability of blood sugar before and after meals.  I had found with other treatment options, such as the insulin pump and the nph insulins that my morning blood sugars were always high, even with increased dosages."
2625,coreg,10,Highly Effective,No Side Effects,"Ejection Fraction increased from 27% to 55% over period of 8 years. No longer have chest pain, congestive heart failure, difficulty breathing, can do almost anything I want to."
2626,metoprolol,10,Highly Effective,Mild Side Effects,I have very few racing heart episodes since I have been on this medication.
2627,lamisil,5,Considerably Effective,Severe Side Effects,Fungus dead
2628,metrogel,1,Ineffective,No Side Effects,"There was an inital reduction in symptoms however in the end the treatment was not effective. The condition was eventually cleared up with Vandazole gel, which did work."
2629,zoloft,10,Highly Effective,No Side Effects,Zoloft allowed me to continue my daily activities in a stressful job without feeling depressed or anxious.  I was more motivated to get out of bed and was more outgoing and energetic on the job.
2630,humira,10,Highly Effective,No Side Effects,"relieved pain, swelling, progression of damage to joints"
2631,protonix,8,Highly Effective,No Side Effects,effective in helplng to control acid reflux
2632,paxil-cr,5,Moderately Effective,Severe Side Effects,Controls the anxiety and fear of being without breathing.
2633,buspar,9,Considerably Effective,No Side Effects,symptoms of shortness of breath were reduced within weeks of starting this medication. Felt more energy during the day.
2634,minocycline,9,Considerably Effective,Mild Side Effects,Noticeably Clearer complexion in forty eight hours or less.  Issue around lack of maintenance of clear complexion.
2635,topamax,5,Considerably Effective,Severe Side Effects,"I was prescribed this medicine by my neurologist who prescribed it to treat both seizures and migraine headaches. The medicine was very effective. In the 6 month period I was on the medicine, I only experienced 3 seizures compared to my normal 3 a week. Migraine headaches were also reduces, only apparent if triggered by something severe."
2636,paxil,7,Considerably Effective,No Side Effects,The treatment benfits were...I was able to over come depression with assitance from the drug paxil.  Along with therapy and Paxil I was able to live a normal life till I was able to do it alone through the coping methods I learned in Therapy.  I had no side effects and paxil took the edge off and allowed me to work ont he issues subjectively.
2637,prempro,10,Highly Effective,No Side Effects,"On day two of taking prempro at 5pm, I felt the extreme crashing fatigue and weakness go away! I felt a calmness in my nerves and I no longer had hot flashes, my skin was actually cold to the touch. The underarm body odor that had occured out of nowhere, so bad I had to wear my husbands deoderant, that also went away immediatly. Energy level increased and the all over illness I felt went away.  Thank God!"
2638,spironolactone,8,Highly Effective,Moderate Side Effects,Eliminated cystic acne
2639,claritin,5,Moderately Effective,Mild Side Effects,"The medication did provide some lessening of allergy symptoms.  It helped my nose not to water as much.  However, I still had congestion and some days where my allergies were quite uncomfortable.  It seemed the effects lessened as time went on so the medication was less effective than at the beginning. Also my eyes still itched.  My throat also itched."
2640,doryx,4,Marginally Effective,No Side Effects,"mild facial improvement, healing was faster. Problem persisted. Problem increased upon ceasing of the medication."
2641,doxycycline,5,Considerably Effective,Mild Side Effects,My face and back acne cleared up within two weeks of regular use
2642,norvasc,10,Highly Effective,No Side Effects,lower top/bottom reading numbers. I really don't understand the readings but initially they were like 140/90. now they read 120/70.
2643,humira,10,Highly Effective,Mild Side Effects,amazing within 48 hrs virtually no pain
2644,coumadin,5,Moderately Effective,Mild Side Effects,prevent further clots and to dissolve pulmonary embolism
2645,metformin-extended-release,10,Highly Effective,No Side Effects,The drug significantly lower my blood glucose level. Currently my blood glucose runs an average of 115 with some days below 90.
2646,methadone,8,Highly Effective,Moderate Side Effects,"I no longer have to rely on drug dealers to make it through the day. I went back to school, and I feel great about myself. I've also encouraged many friends, and even other family members to give it a try!"
2647,betamethasone,10,Highly Effective,No Side Effects,Immediate relief and full recovery within 1 week.
2648,effexor-xr,8,Highly Effective,Mild Side Effects,Decreasse in general anxiety symptoms and most symptoms of depression.
2649,zomig,1,Ineffective,Extremely Severe Side Effects,The medicine did not work on her head  ache--she had it all day long.
2650,pepcid,7,Considerably Effective,No Side Effects,"The famotidine has pracically eliminated the hives in conjunction with the Doxepin. I am now down to 20 mg of famotidine a day - I just take it in the evening. The next step will be to start taking it just every other day until I am off it completely. We'll monitor the hives alont the way, of course."
2651,retin-a-micro,3,Considerably Effective,Severe Side Effects,"I didn't get any blackheads, and my cystic acne was considerably reduced. If a I started getting a giant underground pimple, it would clear up in a week. Without treatment, it could take a month or two to go away."
2652,synthroid,10,Considerably Effective,No Side Effects,"Increased energy, ability to focus, and increased ability to lose weight.  Patient suffered fewer low blood sugar episodes.  Thirty pounds of weight were lost in the first year."
2653,renova,7,Considerably Effective,Severe Side Effects,"Faint pigmentation started to disappear after ten days of use, and dark ones continued to become lighter.  Overall, skin became smoother and lighter after cleansing."
2654,desyrel,1,Highly Effective,Severe Side Effects,I did sleep reliably and without waking up in the middle of the night
2655,amoxil,10,Highly Effective,No Side Effects,"It cleared up the ear infection, but still didnt feel well from the cold my head was still conjusted and runny nose, but as far as the pain in the ear that
went away after taking the amoxicillin after a day.  I am continuing to take it to make sure the infection goes away."
2656,tylenol,8,Considerably Effective,Mild Side Effects,"Actually symptoms dissapeared almost within 15-20 min after taking medication, making it easy to continue with your normal day activities, even if that includes gym or an outdoor activity."
2657,fluvoxamine,10,Highly Effective,No Side Effects,"Stopped suicidal thoughts, stopped my constant worrying , my mind felt at peace for the first time in my life"
2658,aricept,2,Marginally Effective,Severe Side Effects,There seemed to be some mild improvement in alertness once he went onto the stronger (10 mg) version of the pill. There was no noticeable improvement in mood which was a disappointment.
2659,lorazepam,4,Marginally Effective,Moderate Side Effects,I found that the benefits of this drug were marginal at best. My heart rate decreased and I felt slightly less anxious but I still had a feeling of unease especially during social situations. Social situations felt only barely tolerable.  Though symptoms were minimized slightly it wasn't worth the side effects.
2660,tramadol,1,Ineffective,Extremely Severe Side Effects,"I had no benefits from this medication, if anything it added more problems for me. It never once relieved my pain in my ankle. Darvacet helped my ankle more then this medication. Even though I was switching because Darvacet was losing its effectiveness it would have been tons better to stay on Darvacet for all the bad Tramadol did for me."
2661,dysport,3,Marginally Effective,Moderate Side Effects,"There was a slight softening of the verticle wrinkles between my eyebrows, or ""11"" lines, but not the degree of change I was looking for, or had been suggested was possible by my physician, even after the second treatment."
2662,albuterol,9,Considerably Effective,Mild Side Effects,there were very few side effects plus after 3 days I was able to breath again.  It did take at least seven days before I could breath properly all the time. I did finish all the medication as my dr. prescribed.
2663,norvasc,1,Moderately Effective,Extremely Severe Side Effects,Lowered blood pressure too much.
2664,methotrexate,10,Considerably Effective,No Side Effects,"The combination of weekly 20mg. Methotrexate with an infusion (at the doctor's office) of Remicade has almost completely controlled my rheumatoid arthritis.
I have had no further joint damage, and the initial symptoms of extreme fatigue and pain in the small joints of my hands, wrists, feet and ankles has abated."
2665,augmentin,8,Highly Effective,No Side Effects,When I started taking the Augmentin I was ill about 3 weeks. After the treatment infection is gone. Augmentin worked after other antibiotics did not.
2666,imitrex,1,Ineffective,Extremely Severe Side Effects,none
2667,retin-a,10,Highly Effective,Mild Side Effects,Eliminated Acne with in weeks of first using. I continued to use as my skin texture had improved. Any time there was a pimple or acne outbreak I would apply to pimple more than once during the day and the pimple would leave. I also used on any cold sores and it elimated them in 2 days.
2668,prevacid,10,Highly Effective,No Side Effects,"After approximately two weeks of first using Prevacid, I noticed significant improvement in my symptoms.  Within 2 months, the symptoms had completely been resolved."
2669,ambien-cr,5,Considerably Effective,Severe Side Effects,I was able to turn my thoughts off at night
2670,ambien,8,Highly Effective,Mild Side Effects,Helped to get a good nights sleep with no worry.  Felt refreshed if slept a full 8 hrs.
2671,paxil,8,Considerably Effective,Mild Side Effects,I was able to go about my daily life without feeling fear and paranoia. I was also able to handle a significant amount of stress in a reasonable manner.
2672,flonase,7,Considerably Effective,Moderate Side Effects,The fluticasone propionate shrinks the polyps when used as directed. The smaller the polyps the better one can breath; also the irritation from the polyps is reduced.
2673,avita,6,Moderately Effective,Mild Side Effects,The treatment benefits was better looking healthier skin
2674,zoloft,10,Highly Effective,Mild Side Effects,"I would have wondering thoughts, like way to often, just thinking about the best ways to improve my lot in life, until it started to consume me to much. So I sought help, the main problem was sleeping, my thoughts would race so hard, that I could not sleep, this drug put my thoughts in check, allowing me to sleep soundly."
2675,lunesta,7,Considerably Effective,Mild Side Effects,"I was finally able to easily fall asleep and for the most part remain asleep for the entire night. The sleep was more refreshing and I woke up without the typical sleeping pill ""hang-over"".  Even while falling asleep you I didn't feel like I was all of a sudden blind-sided by a brick wall and forced to sleep.  This feels much more natural and real than other medications I have tried."
2676,estrace,9,Considerably Effective,No Side Effects,no hot flashes and decrease in night sweats
2677,augmentin,7,Highly Effective,Severe Side Effects,"my throat was better.  My headache started to pass away quite fast. At the end of the third day, with the help of the other medication I took during the treatment, I was healthy and could go to work."
2678,acyclovir,10,Highly Effective,Mild Side Effects,"A very bad and large cold sore started to slowly go away immediately when started.  I started it because my cold sore wasn't going away and getting way worse.  So I was prescribed 200mg 4x a day, for 10 days.  Which it immediately kept the cold sore from getting worse. I was give another same perscription and kept taking it, then my doctor wouldn't give me any more, even though it was showing improvement.  So, I found that I could order it online, and it directed me to take 1600 mg during outbreaks, so I did.  And it started healing, and now after almost a month it's almost gone.  This cold sore didn't break the surface, but was getting larger so this medication was a life saver."
2679,prevacid,9,Considerably Effective,No Side Effects,Decreased the acidity in stomach.
2680,cipro,9,Highly Effective,Mild Side Effects,I had a kidney infection with a very high fever.  Cipro reduced the fever from 104.2 to 97.6 within 5 or 6 day/cured the kidney infection..
2681,neurontin,1,Ineffective,Extremely Severe Side Effects,Non that were apparent.
2682,ziac,8,Considerably Effective,No Side Effects,It lowers blood pressure from 100/150 to 85/130 and it also helps eliminate excess  fluids which made me very bloated. Now when I wake up in the morning my eyes are not that swollen. Also my heart seems to work without much effort. Before I felt my heart pumping hard and now I can't hardly feel it.
2683,vyvanse,8,Highly Effective,Mild Side Effects,"Although I had mild sleep problems the first two days of taking Vyvanse, I had virtually no side effects. Granted, my dose was low, but I had a hard time concentrating and summoning up the energy to do basic things like paying bills, etc. Vyvanse is no wonder drug, but I live pretty much like everyone else now, which is great. My mother is stunned. She says this is the first time she's ever been able to ask me where things are in my apartment and have me know (and be right). I take a medication holiday from Vyvanse most weekends and actual work holidays when I don't need to be able to concentrate."
2684,nuvigil,6,Highly Effective,Severe Side Effects,"Extremely effective for staying awake.  No jitters, just plain awake.  Puts you in a great mood too, but definitely not high."
2685,diflucan,8,Highly Effective,Mild Side Effects,"O TOOK THIS TO HELP TO RELIEVE AND CURE MY YEAST INFECTION.  I HAD TRIED SEVERAL OTHER CREAMS, ONE WAS OVER THE COUNTER THE OTHER WAS PRESCRIBED BY MY DOCTOR.  THIS ORAL MEDICATION WAS THE ONLY ONE THAT WORKED."
2686,zoloft,10,Highly Effective,No Side Effects,"becoming a normal functioning individual. it helped with the worry or feelings of anxiety. when diriving not being overwhelmed and felling confident. able to go in stores and be around people. not feeling tired or other types of side effects associated with anxiety drugs. not addictive, unlike other drugs. eventually i was able to stop taking the drug for a full recovery"
2687,nuvaring,1,Ineffective,Severe Side Effects,My bleading slowed.
2688,mobic,3,Ineffective,Moderate Side Effects,Hard to judge whether or not it was actually reducing the inflammation.  I was taking it while undergoing physical therapy which seemed at times to exacerbate the pain from the whiplash.
2689,methotrexate,9,Highly Effective,Mild Side Effects,"My severe pain and joint swelling diminished soon, and I have had few painful moments (and nothing like the pain I had before my diagnosis)."
2690,elavil,1,Moderately Effective,Severe Side Effects,BETTER SLEEP- WELL RESTED
2691,lithium-carbonate,8,Highly Effective,Mild Side Effects,"Highs and lows of emotions were evened out.  Able to get through difficult crises without ""falling apart""."
2692,seasonique,4,Highly Effective,Moderate Side Effects,I had been on Quasense (a generic for a different type of extended BC) and liked it a lot but I noticed when I would go off the pill (for period) I would get extreme migraines when my hormones fluctuated.  Switched to Seasonique since there are hormones in the last week of pills which my doctor thought might reduce headaches.  Nope.  After the first three months I had my period and had the same terrible migraines.  I gave it three more months but had the same results.  The good news?  Not pregnant.
2693,vicoprofen,7,Considerably Effective,Mild Side Effects,"The benefits to the treatment was temporary relief of pain due to unknown infection in jaw area. Though no other drugs were taken to address the infection, the prescribed drug did alleviated the pain until the condition improved. Eventually a root canal was performed and I received a second prescription."
2694,zyban,9,Considerably Effective,Mild Side Effects,I was able to reduce my smoking completely when taken as prescribed.
2695,provigil,10,Considerably Effective,No Side Effects,"I was able to function until later in the day, without needing a nap"
2696,lortab,8,Highly Effective,Moderate Side Effects,"As having surgery, my mounth experienced excruiating pain. I was without them for 3 hours. These seemed like the worst day of my life. After taking the pills I noticed one of two things occured. One, the pain was gone soon after taking them. Two, I became extremely tired. First I thought that it was only like this because I just had surgery, but no. It seemed as though everytime I taken a pill I needed a nap soon after. Don't get me wrong, I would rather have a nap and be painless then to be awake throughout the entire day and experience that pain. This stayed this way for the entire time that I was on Lortab."
2697,aricept,7,Considerably Effective,No Side Effects,Mum is notably brighter and more responsive whilst taking Aricept.  On mornings when tablets are forgotten (or inadvertantly dropped) she is much less alert and therefore alot more challenging to care for (less likely to be able to perform tasks she usually can perform herself)
2698,lipitor,1,Moderately Effective,Extremely Severe Side Effects,lowered cholesterol
2699,prevacid,4,Marginally Effective,No Side Effects,She did not seem to have much benefit from it.  She still had considerable gas & acid reflux.
2700,remicade,2,Moderately Effective,Severe Side Effects,Helped my abdominal pain and bowels. A little more energy after the first infussion but not much after the rest.  Helped with fistulas.
2701,temovate,7,Moderately Effective,No Side Effects,reduced symptoms after using the cream for a total of two months.
2702,ambien,10,Highly Effective,Mild Side Effects,"Most nights I am able to fall asleep within about 20 minutes, sleep through the night, and wake feeling refreshed.  I do not feel any residual tiredness or sluggishness during the day."
2703,xyrem,3,Considerably Effective,Extremely Severe Side Effects,The patient did wake up more refreshed in the morning and didn't have to take the usual hour - 2 hour naps after work.  They didn't feel tired during the day anymore
2704,levaquin,1,Ineffective,Severe Side Effects,None
2705,flonase,8,Considerably Effective,No Side Effects,cleared up nose
2706,clindamycin,3,Ineffective,Moderate Side Effects,"I really don't know if there are any, since I'm taking it prophylactically."
2707,toprol-xl,9,Considerably Effective,No Side Effects,"Vicodin 500mg- reduced bone pain caused by Neulasta shot.
Dexameth 4mg.- reduced drug reactions caused by chemotherapy.
Compazine 10mg.- reduced nausea caused by chemotherapy.
Taxotere/Cytoxan- going thru tx. at this time. hope to be cancer free!
Neulasta shot- increased whit blood count so we could continue with chemotherapy."
2708,cipro,9,Considerably Effective,Mild Side Effects,I was able do my work without hassles and I'm free from pain right now. There's no need for me to cry anymore whenever I urinate.
2709,voltaren,3,Marginally Effective,No Side Effects,Hardly any- it was much less effective than paracetamol against the pain. I still had to take the maximum dose of ibuprofen to reduce the pain. I hoped taking Voltaren as well would extend the analgesic effects of the ibuprofen but it was fairly ineffective.
2710,byetta,8,Highly Effective,Mild Side Effects,This  slows the sugar going into my system so that my body can use most of my own insulin to process the sugar.  It is to be taken along with the metformin. It has helped control my blood sugar very well.
2711,premarin,10,Highly Effective,No Side Effects,I have only been taking it 2 weeks but it so far eliminated my night sweats and hot flashes and in just 2 weeks I have noticed my skin looks and feels like I am 20 again my slight wrinkles on my face vanished almost overnight I look and feel younger. I am so impressed with my complexion.
2712,proscar,7,Moderately Effective,Moderate Side Effects,"in taking finasteride 2.5mg per day for six months i noticed an increase in hair growth of new hairs and existing ones. most of the increased hair growth was in the crown region of the head. There was an increase  of hair growth of the front hair line, but it was not substantial. My hair also grew at a faster rate than normal."
2713,ortho-tri-cyclen,8,Highly Effective,Mild Side Effects,"no pregnancy, reduced ance"
2714,metronidazole,4,Considerably Effective,Severe Side Effects,The benefit is that it cleared up the giardia infection I had.
2715,motrin,9,Considerably Effective,No Side Effects,"This treatment helped with my rheumatoid arthritis as I had decided not to take any stronger drugs anymore.  I attribute my being able to function on just one a day to my taking of many supplements, i.e. fish oils, MSM, Vit C, E and so forth.  I also do Tai Chi and try to stay as active as I can.  So far, so good!!"
2716,acyclovir,10,Highly Effective,No Side Effects,drug was prescribed for off label use to treat recurrent infections by physician whose protocol addresses high viral load in limbic system (chicken pox) and GI tract (MMR vaccine remnants).  It seemed to work - could be that other environmental variables were removed simultaneously but I can't think of variables that were exactly concurrent with taking of this drug.  It stopped 6 week recurrent symptoms of cold/flu-like exhaustion.
2717,advair-diskus,9,Considerably Effective,No Side Effects,Much greater ability to breathe.
2718,zomig,10,Highly Effective,No Side Effects,"Before when I had a migraine headache I used to be in agony for at least 48 hours. I would have to go to bed because the pain was so bad. I could hardly see and my stomach would be so upset that I would be sick to my stomach. Nothing that I tried ever worked. With the zomig, usually within 1-2 hours and sometimes less I would have tota relief of my migraine headache."
2719,effexor,5,Considerably Effective,Moderate Side Effects,"the treatment reduced the following symptoms of depression: apathy, lack of
interest in daily activities, passive suicidal ideation, loss of energy."
2720,wellbutrin,5,Marginally Effective,Moderate Side Effects,"More energy, better mood, increase sexual desire (which was very low)."
2721,zithromax,9,Highly Effective,No Side Effects,Ear pain decreased on the third day.  Ear pain was gone by the day 5. Both infections went away on the 6th day.  This drug worked as expected and the results were remarkable.
2722,desyrel,10,Highly Effective,No Side Effects,"I can not shut my mind down to go to sleep.  I will lay there and think of thing after thing and cannot ""shut down."" I originally took ambien for insomia, but my insurance would not fully cover the prescription and it was too expensive to take nightly.  My doctor put me on trazadone as a safe, low cost alternative.  I take 1/3 to 1/2 of a trazadone each night. I vary the dosage, depending on how ""excitable"" I feel that day. It takes roughly 20 minutes to one half of an hour to take effect.  If I don't go directly to bed after taking it, if I stay up watching tv or reading, when I start to feel the effects I give in and go to bed immediately.  I have got into doing something and fought it off before and sometimes you can overcome it, but another time I accidently took it with my morning vitamines and was not able to go to work.  I had to go back to bed!  I love the drug and since I tend to be high strung anyway, I am sure that I am receiving multiple benefits from trazadone."
2723,valium,10,Highly Effective,No Side Effects,"The immediate benefits were the relaxing, pain free life I am now experiencing. I am not sure how long it will last, but I will take the relief for now. I have suffered with terrible back pain for going on 8 years, and until I was prescribed valium and Norco combination, I was still in excruciating pain. The combo eases the muscle spasms and basically stops all pain in my lower back. When I awake, I am hurting, but within 20 minutes of taking meds, I am my old, 25 year old self again."
2724,diovan,10,Highly Effective,No Side Effects,For over a period of several years my blood pressure has gone down and has stayed down. Follow up visits to the doctor have proven to be much better when blood pressure was checked. The doctor has recommended that I stay on this product and along with exercise should be highly effective.
2725,voltaren,8,Considerably Effective,Moderate Side Effects,"Severe debilitating pain  associated with inflammation and joint pain through out the body is alleviated, enabling more normal living.  eg being able to do all housework tasks, gardening, running around and picking up grandchildren, enjoying social life plus taking part in daily fitness activities."
2726,tegretol,1,Highly Effective,Extremely Severe Side Effects,No seizures
2727,ultracet,6,Moderately Effective,Mild Side Effects,Analgesic post surgery without use of codeine (patient has allergy).
2728,prozac,10,Highly Effective,Mild Side Effects,Perfect.  The Trazadone helps me sleep inspite of the Prozac.  I no longer have any manic phases thanks to Lamictal.
2729,prinivil,2,Moderately Effective,Extremely Severe Side Effects,Has brought BP down to 128/85
2730,retin-a,8,Moderately Effective,Mild Side Effects,"The benefits were smoother, more evenly-colored skin. I have no deep wrinkles. I developed no blemishes and I tended to stay out of the sun since it makes skin photo-sensitive. I am mistaken for being younger than my age, however, whether it's heredity or product, I'll never know for sure."
2731,minocin,7,Highly Effective,No Side Effects,"I have been struggling with adult acne. A dermatologist prescribes the Minocycline and for the first two months, it worked great. I had perfectly clear skin AND I noticed that my hair STOPPED falling out at it's normal rate. All the women in my family start losing their hair starting in their thirties and by the time they are 60, wigs are definitely in order. Also, I normally get tonsil stones. These also ceased."
2732,zomig,10,Highly Effective,No Side Effects,"getting rid of a migraine after years of suffering. Have lost count of the ruined parties, weddings, holiday days etc before a friend recommended this tablet to me. To me it is simply a magic pill."
2733,zyrtec,5,Highly Effective,Severe Side Effects,Controlled allegies very well
2734,vyvanse,7,Highly Effective,Severe Side Effects,"Very concentrated , very alert , Euphoria , more done in less time , sociable , energetic ."
2735,effexor-xr,7,Highly Effective,Moderate Side Effects,"Effexor was very effective at alleviating my symptoms of depression.  My mood improved dramatically, I felt happy and engaged in life again.  It also worked fairly quickly.  I began feeling the effects within the first week."
2736,vicodin,3,Ineffective,Moderate Side Effects,None - No pain relief
2737,prinivil,10,Highly Effective,No Side Effects,No fluctuation anymore. Normal bloodpressure ever since
2738,tri-luma,8,Moderately Effective,Severe Side Effects,lightening of acne scars
2739,retin-a,4,Moderately Effective,No Side Effects,"The benefits were a very gradual reduction in the appearance of sun spots on the skin. The spots themselves never disappeared but lightened over a period of time. The general appearance of the skin also improved slightly but it did not prevent new spots from appearing as I noticed that they did, although I suspect that the cream probably kept them lighter than they would have been. Discontinuation did make the darkness come back into the sun spots after about 4 to 6 months however."
2740,ativan,9,Highly Effective,Mild Side Effects,"ALL my anxiety, stress, were gone. I also have Tourette's Syndrome, which is a neurological disorder which causes me to have involentary movements and sounds that I have no controll over, (tics.) And once I started taking this medicine, the tics were such at the minimum, i used to have 50-100 tics a day, now i have 3-4 tics all because of Lorazepam. This might be a very good treatment for others with Tourette's Syndrome!!"
2741,protonix,8,Highly Effective,No Side Effects,effective in helplng to control acid reflux
2742,lamisil,9,Highly Effective,Mild Side Effects,I just finished my 90 day course and am seeing great benefits.  My toenails are finally growing out thin and clear.  I didn't start to see any major changes in my toenails until around the two month mark.  I told myself I would be one of the people who comes back to review the product because the positive reviews I read are what got me through those first few weeks when all of the negative side effects were flashing through my head.  It has definitely been worth it to take the pills.  I can't wait for a few more months to go by where my toenails will be completely  be grown out and I will feel confident about going and getting the first pedicure of my life.  Also very much looking forward to sandal season next year.
2743,inderal,10,Highly Effective,No Side Effects,"I've used 40mg Inderal for situational anxiety a few times per month over the past 6 years. I found it to be very effective when taken 30min to 1hr prior to public speaking, large social gatherings, dates, and other anxiety provoking situations. It really helps decrease signs of nervousness resulting from the fight-or-flight response, such as increased heart rate, sweaty palms, and dry mouth."
2744,amoxil,9,Highly Effective,Mild Side Effects,"treatment benefits of using amoxicillin for the infection proved to be substantial. My infection diminished progressively over the course of a week taking the prescribed dosage each day, I also noticed that the infection never reoccurred and has not since. Overall taking amoxil was not nearly unpleasant as I thought it would have been and it did the job I was told it would do"
2745,tirosint,10,Highly Effective,No Side Effects,"I had experienced decreased energy and increasing tiredness for several years.  It got to the point I was taking naps for the first time since I was a small child, and still didn't feel refreshed.  I also felt cold frequently and had put on a good 20 pounds in a year.  When I went for my annual physical, my blood work came back with high cholesterol for the first time.  I thought it was advancing middle age.  Fortunately, my MD put it all together and ordered a thyroid test.  I was very low.  Within two weeks, I felt energized and my mood improved.  I have shed some (not all, darn it) of the weight and my cholesterol score is lower."
2746,dispermox,6,Moderately Effective,Moderate Side Effects,"The benefits of amoxicillin were that it did help clear the infection, it seemed to help my acne, also.  I noticed it working within about four days.  I only had to take it for a week.  It did not taste bad.  It did not make me foggy headed."
2747,zyrtec,9,Considerably Effective,No Side Effects,"Over the course of about three to four months of daily use, lifelong allergies started to decrease and then disappear altogether."
2748,ambien,8,Considerably Effective,Mild Side Effects,I have a background of worry and stress-related symptoms where I am unable to wind down at the end of the day. With this drug I am able to fall asleep within 30 minutes
2749,imitrex,8,Highly Effective,Moderate Side Effects,my migraines would always leave after taking imitrex or sumatriptan and then if taken at night i could go back to sleep and sleep through the night and wake feeling just fine.
2750,effexor,3,Moderately Effective,Severe Side Effects,This drug did have benefits in that it stabilized my mood somewhat. I still suffer from severe bouts of depression- mostly caused by the side effects of the drug.
2751,renova,8,Considerably Effective,Moderate Side Effects,"Once the side effects wore off, I was left with much smoother skin, and less acne.  I noticed a reduction in fine lines and wrinkles, and an overall better texture to my skin."
2752,valium,6,Marginally Effective,Mild Side Effects,The valium was prescribed for the patient in an attempt to relieve anxiety prior to a minor surgery being performed.
2753,deltasone,6,Highly Effective,Moderate Side Effects,"Remission of Crohn's Disease.  Remission included normal bowel movenments from about 15/day to 1 or 2 per day. Cramps associated with diarrhea have disappeared. Increased energy, feeling active and generally feeling better.  Endoscopy was done at one point after the treatment and there was indication of only very mild disease so basically remission was achieved according to my gastroenterologist."
2754,periogard,2,Ineffective,Moderate Side Effects,None apparent during treatment.
2755,clindamycin,3,Marginally Effective,Moderate Side Effects,Not much at all for what I had going on
2756,lamictal,7,Considerably Effective,Moderate Side Effects,"Lamictal stopped my seizures as well as Epilim, but it gave me a considerate amount of energy.  Some would see it as a benefit to not have an appetite, even though it's bad for your health to not eat.  My depression went away with Lamictal.  Even when I had an appetite I still wouldn't eat much, which helped me greatly, since Epilim gave me terrible cravings."
2757,maxalt,10,Highly Effective,No Side Effects,"This is the best migraine medication on the market. Imitrex no longer works for me. I cannot be without maxalt or I will be in the ER. When I took Imitrex, I would have to repeat the dosage every 8-10 hours for 3 days. But, with Maxalt, I take one dose and it lasts for the whole migraine and I never have to take another dose until the next migraine."
2758,spironolactone,5,Marginally Effective,Mild Side Effects,"The medications has slowed down hair shedding but not prevented hair loss. Hair loss is still ongoing, miniturization of hair follicles is still ongoing."
2759,retin-a,7,Considerably Effective,Mild Side Effects,"My skin is now smoother with less acne.  I still get a pimple here and there, but for the most part, my skin has been very clear."
2760,chantix,5,Considerably Effective,Severe Side Effects,"Was supposed to wait 10 days before attempting to quit 100%. The urge to smoke lessened significantly from first day.  Went from smoking 15-20 cigarettes a day to about 5-10 the first day.  By the end of the first week a was smoking 1 or 2 a day.  Quit before the 10 days were up.  1.5 years later, I am still not smoking."
2761,tazorac,8,Considerably Effective,Moderate Side Effects,"I noticed firmer, more toned skin and a decrease in the appearance of fine lines on my face, especially around the eye area."
2762,zyrtec,9,Considerably Effective,No Side Effects,"The rash and itch were suppressed after 2 days, and gradually the rash disappeared over the course of 7 days."
2763,lamictal,5,Ineffective,No Side Effects,"I took lamectal to replace Lithium hoping it will help stabilize my mood.  But after two years of taking it, it did not seem working."
2764,crestor,10,Highly Effective,No Side Effects,my cholesterol is well controlled now.blood test show my cholesterol is under control now. down from 6.5 to 3.6
2765,singulair,10,Highly Effective,No Side Effects,My son attends a preschool with many mulberry trees on the grounds.  These trees drop large amounts of pollen right on the children during parts of the year.  He would begin to itch all over and develop red splotches on his face.  The pediatrician prescribed Singular each night and it has alleviated all his symptoms.
2766,paxil,4,Marginally Effective,Moderate Side Effects,"Some relief from social anxiety. Really, no other benefits were found."
2767,doryx,10,Highly Effective,No Side Effects,"My acne was significantly reduced. My doctor added the oral medicince because using topical acne medications did not slow the acne pimples. My face only improved while using birth control pills, Doryx, and the topical acne medications."
2768,paxil,1,Marginally Effective,Extremely Severe Side Effects,None.
2769,alesse,7,Highly Effective,Mild Side Effects,"Pregnancy prevention, regulation of menstrual cycle."
2770,renova,6,Marginally Effective,Mild Side Effects,"The treatment benefits for Renova are more skin clarity.  Also, i believe the freckles on ;my face are fading quite a bit.  The fine lines did not really get any better. My skin is not really that different to notice real changes"
2771,klonopin,6,Highly Effective,Moderate Side Effects,"The drug worked exactly as prescribed; my anxiety was reduced. Heart palpitations were lessened in frequency and running thoughts were ceased. I was able to fall asleep more quickly because I wasn't as consumed by worries. In fact, I found myself able to do things that before I wasn't able of doing, like having conversations with irritating family members."
